1188	2011-11-06	2011-11-15
2188	2011-11-06	2011-12-04
2278	2011-11-08	2011-11-30
1997	2011-11-09	2011-11-16
2244	2011-11-11	2011-11-15
1300	2011-11-12	2011-11-20
2365	2011-11-13	2011-11-17
1761	2011-11-13	2011-11-20
1885	2011-11-13	2011-11-20
1418	2011-11-13	2011-11-27
2282	2011-11-13	2011-12-11
2331	2011-11-17	2011-11-25
2448	2011-11-18	2011-11-21
2449	2011-11-18	2011-11-21
1433	2011-11-20	2011-11-24
1442	2011-11-20	2011-11-27
2187	2011-11-20	2011-11-27
2279	2011-11-20	2011-12-11
2019	2011-11-20	2011-12-18
2116	2011-11-22	2011-11-29
1144	2011-11-27	2011-12-04
1763	2011-11-27	2011-12-11
2216	2011-11-27	2011-12-11
2285	2011-11-27	2011-12-17
2713	2011-11-27	2011-12-18
2230	2011-11-27	2011-12-18
2724	2011-11-27	2011-12-18
2791	2011-11-27	2011-12-24
2725	2011-11-28	2011-12-03
2726	2011-11-28	2011-12-03
3031	2011-12-03	2012-02-05
2361	2011-12-04	2011-12-10
2784	2011-12-04	2011-12-10
2085	2011-12-04	2011-12-11
1742	2011-12-04	2011-12-11
2274	2011-12-04	2011-12-18
1924	2011-12-04	2011-12-24
3238	2011-12-05	2011-12-10
3032	2011-12-05	2011-12-17
3156	2011-12-11	2011-12-18
1665	2011-12-11	2011-12-18
3101	2011-12-11	2011-12-22
2729	2011-12-11	2011-12-30
378	2011-12-11	2012-01-21
2682	2011-12-17	2012-02-14
3182	2011-12-18	2011-12-31
1143	2011-12-18	2012-01-01
1882	2011-12-18	2012-01-01
3088	2011-12-18	2012-01-01
3248	2011-12-18	2012-01-01
2888	2011-12-18	2012-01-08
1925	2011-12-18	2012-01-28
3496	2011-12-18	2012-02-02
3679	2011-12-21	2011-12-31
3609	2011-12-25	2012-01-01
2495	2011-12-25	2012-01-01
3355	2011-12-25	2012-01-01
3338	2011-12-25	2012-01-01
3645	2011-12-25	2012-01-01
3541	2011-12-25	2012-01-02
2711	2011-12-25	2012-01-08
3165	2011-12-25	2012-01-08
2554	2011-12-25	2012-01-15
2552	2011-12-25	2012-01-15
1204	2011-12-25	2012-01-15
1186	2011-12-25	2012-01-15
3166	2011-12-25	2012-01-22
3935	2011-12-26	2012-01-02
3245	2011-12-29	2012-01-03
2318	2012-01-01	2012-01-13
2158	2012-01-01	2012-01-29
1663	2012-01-01	2012-01-29
1622	2012-01-01	2012-01-29
3011	2012-01-01	2012-02-25
2155	2012-01-01	2012-02-25
3366	2012-01-02	2012-01-09
3214	2012-01-08	2012-01-15
4148	2012-01-08	2012-01-16
2339	2012-01-08	2012-01-22
2052	2012-01-08	2012-01-22
1884	2012-01-08	2012-01-28
1646	2012-01-08	2012-02-05
4173	2012-01-08	2012-02-05
956	2012-01-08	2012-02-05
4172	2012-01-08	2012-02-05
2683	2012-01-08	2012-02-18
2954	2012-01-08	2012-04-29
3462	2012-01-11	2012-01-25
4270	2012-01-13	2012-01-18
4671	2012-01-13	2012-01-18
1552	2012-01-15	2012-01-28
3145	2012-01-15	2012-01-29
3580	2012-01-15	2012-01-29
4578	2012-01-15	2012-01-29
3918	2012-01-15	2012-01-29
3446	2012-01-15	2012-02-02
2359	2012-01-15	2012-02-05
3861	2012-01-15	2012-02-08
2497	2012-01-15	2012-02-12
4672	2012-01-15	2012-02-12
3010	2012-01-15	2012-03-11
4402	2012-01-22	2012-01-29
4401	2012-01-22	2012-01-29
4400	2012-01-22	2012-01-29
4255	2012-01-22	2012-01-29
4399	2012-01-22	2012-01-29
4538	2012-01-22	2012-02-05
4480	2012-01-22	2012-02-05
1522	2012-01-22	2012-02-05
4275	2012-01-22	2012-02-05
4764	2012-01-22	2012-02-05
4413	2012-01-22	2012-02-05
2000	2012-01-22	2012-02-05
2964	2012-01-22	2012-02-05
4756	2012-01-22	2012-02-05
3284	2012-01-22	2012-02-12
5123	2012-01-25	2012-02-23
1938	2012-01-28	2012-02-19
4847	2012-01-28	2012-02-19
5169	2012-01-29	2012-02-03
3212	2012-01-29	2012-02-05
2823	2012-01-29	2012-02-08
3167	2012-01-29	2012-02-08
5097	2012-01-29	2012-02-12
2942	2012-01-29	2012-02-12
5046	2012-01-29	2012-02-12
5095	2012-01-29	2012-02-12
3105	2012-01-29	2012-02-12
4835	2012-01-29	2012-02-13
5094	2012-01-29	2012-02-25
3213	2012-01-29	2012-02-26
2684	2012-01-29	2012-02-26
5341	2012-02-05	2012-02-12
3249	2012-02-05	2012-02-12
5244	2012-02-05	2012-02-16
5240	2012-02-05	2012-02-16
5164	2012-02-05	2012-02-19
5233	2012-02-05	2012-02-26
5124	2012-02-05	2012-03-03
4142	2012-02-05	2012-03-03
5125	2012-02-05	2012-03-03
2480	2012-02-05	2012-03-04
4833	2012-02-05	2012-03-04
3342	2012-02-05	2012-03-04
5375	2012-02-05	2012-03-04
3127	2012-02-05	2012-04-28
4746	2012-02-05	2012-04-29
5259	2012-02-07	2012-02-26
5210	2012-02-07	2012-02-26
5287	2012-02-11	2012-02-21
4056	2012-02-11	2012-02-25
5201	2012-02-12	2012-02-19
5050	2012-02-12	2012-02-19
5048	2012-02-12	2012-02-19
4391	2012-02-12	2012-02-19
2587	2012-02-12	2012-02-19
5041	2012-02-12	2012-03-04
2089	2012-02-12	2012-03-11
2524	2012-02-12	2012-04-21
5528	2012-02-16	2012-02-24
912	2012-02-19	2012-02-25
4470	2012-02-19	2012-02-25
3646	2012-02-19	2012-02-26
1007	2012-02-19	2012-03-04
5286	2012-02-19	2012-03-04
1008	2012-02-19	2012-03-11
5622	2012-02-25	2012-04-22
5480	2012-02-26	2012-03-04
5429	2012-02-26	2012-03-11
2786	2012-02-26	2012-03-17
2946	2012-02-26	2012-03-24
5681	2012-03-04	2012-03-11
5725	2012-03-04	2012-03-18
5457	2012-03-04	2012-03-18
5655	2012-03-04	2012-03-25
1513	2012-03-04	2012-04-02
5730	2012-03-04	2012-04-08
1753	2012-03-08	2012-03-08
2487	2012-03-08	2012-03-22
3926	2012-03-08	2012-03-22
5761	2012-03-11	2012-03-18
5687	2012-03-11	2012-03-18
5688	2012-03-11	2012-03-18
5686	2012-03-11	2012-03-18
5676	2012-03-11	2012-03-25
5146	2012-03-11	2012-03-25
5568	2012-03-11	2012-04-01
5740	2012-03-11	2012-04-01
5802	2012-03-11	2012-04-01
5556	2012-03-11	2012-05-20
5557	2012-03-11	2012-05-20
5220	2012-03-18	2012-03-19
5439	2012-03-18	2012-03-25
5438	2012-03-18	2012-03-25
5397	2012-03-18	2012-03-25
5756	2012-03-18	2012-03-31
5626	2012-03-18	2012-04-01
5258	2012-03-18	2012-04-08
5826	2012-03-18	2012-04-15
4107	2012-03-18	2012-04-21
5693	2012-03-19	2012-04-13
5863	2012-03-24	2012-04-02
6056	2012-03-25	2012-03-25
6049	2012-03-25	2012-04-01
5968	2012-03-25	2012-04-01
5645	2012-03-25	2012-04-01
5884	2012-03-25	2012-04-01
5742	2012-03-25	2012-04-01
6042	2012-03-25	2012-04-01
4262	2012-03-25	2012-04-01
4375	2012-03-25	2012-04-08
5751	2012-03-25	2012-04-08
6006	2012-03-25	2012-04-20
5309	2012-03-25	2012-04-22
6030	2012-03-31	2012-04-14
5218	2012-04-01	2012-04-15
5859	2012-04-01	2012-04-28
6032	2012-04-01	2012-04-29
4322	2012-04-02	2012-04-29
6150	2012-04-02	2012-05-05
5924	2012-04-08	2012-04-15
5945	2012-04-08	2012-04-29
5907	2012-04-08	2012-05-05
6125	2012-04-08	2012-05-06
6191	2012-04-08	2012-05-12
6246	2012-04-12	2012-05-13
5991	2012-04-15	2012-04-20
5917	2012-04-15	2012-04-22
5892	2012-04-15	2012-04-22
5905	2012-04-15	2012-04-22
6248	2012-04-15	2012-04-22
5916	2012-04-15	2012-04-22
6001	2012-04-15	2012-04-27
6244	2012-04-15	2012-05-03
6080	2012-04-15	2012-05-04
6386	2012-04-22	2012-04-28
4055	2012-04-22	2012-04-29
6166	2012-04-22	2012-04-29
6161	2012-04-22	2012-05-06
6230	2012-04-22	2012-05-06
6289	2012-04-22	2012-05-18
6278	2012-04-26	2012-05-05
6093	2012-04-27	2012-05-11
5993	2012-04-27	2012-05-17
3914	2012-04-28	2012-05-05
6380	2012-04-29	2012-05-06
6133	2012-04-29	2012-05-06
6188	2012-04-29	2012-05-06
6538	2012-04-29	2012-05-09
5981	2012-04-29	2012-05-13
4471	2012-04-29	2012-05-13
5828	2012-04-29	2012-05-19
1370	2012-04-29	2012-05-27
5858	2012-04-29	2012-05-27
6099	2012-04-29	2012-06-03
6142	2012-05-04	2012-05-05
6638	2012-05-06	2012-05-12
5987	2012-05-06	2012-05-12
6480	2012-05-06	2012-05-12
5855	2012-05-06	2012-05-12
5857	2012-05-06	2012-05-12
6063	2012-05-06	2012-05-12
5883	2012-05-06	2012-05-13
307	2012-05-06	2012-05-20
6196	2012-05-06	2012-05-20
6297	2012-05-06	2012-05-24
5777	2012-05-06	2012-06-10
6424	2012-05-07	2012-06-02
6687	2012-05-08	2012-05-18
6254	2012-05-09	2012-07-08
6271	2012-05-13	2012-05-18
6149	2012-05-13	2012-05-25
6081	2012-05-13	2012-05-27
5978	2012-05-13	2012-05-27
6648	2012-05-13	2012-06-03
6495	2012-05-13	2012-06-09
6300	2012-05-13	2012-06-16
5433	2012-05-13	2012-06-17
6306	2012-05-13	2012-07-22
6698	2012-05-19	2012-05-26
6695	2012-05-19	2012-06-02
2566	2012-05-20	2012-05-27
6522	2012-05-20	2012-06-02
6523	2012-05-20	2012-06-02
6228	2012-05-20	2012-06-05
6801	2012-05-20	2012-06-09
6658	2012-05-20	2012-06-16
6619	2012-05-20	2012-06-16
5576	2012-05-20	2012-06-16
2567	2012-05-20	2012-06-17
6472	2012-05-20	2012-06-30
6541	2012-05-20	2012-06-30
6113	2012-05-20	2012-07-01
6646	2012-05-26	2012-06-16
6347	2012-05-27	2012-06-02
6393	2012-05-27	2012-06-02
6554	2012-05-27	2012-06-09
5850	2012-05-27	2012-06-17
6908	2012-05-27	2012-06-23
6782	2012-05-31	2012-06-28
6965	2012-06-03	2012-06-09
7121	2012-06-03	2012-06-16
6165	2012-06-03	2012-06-17
6219	2012-06-03	2012-06-19
7058	2012-06-03	2012-06-30
6805	2012-06-03	2012-06-30
6132	2012-06-03	2012-07-01
7062	2012-06-03	2012-07-07
6243	2012-06-03	2012-07-15
7145	2012-06-06	2012-06-13
7057	2012-06-06	2012-06-16
7056	2012-06-10	2012-06-23
5817	2012-06-10	2012-06-24
6494	2012-06-10	2012-06-29
7131	2012-06-10	2012-06-30
7086	2012-06-10	2012-07-07
6397	2012-06-10	2012-07-07
7141	2012-06-10	2012-07-07
7178	2012-06-12	2012-06-22
7313	2012-06-13	2012-06-19
6645	2012-06-17	2012-06-24
6808	2012-06-17	2012-06-30
1073	2012-06-17	2012-06-30
7116	2012-06-17	2012-07-02
6555	2012-06-17	2012-07-14
7435	2012-06-20	2012-06-27
7332	2012-06-22	2012-06-30
6489	2012-06-22	2012-06-30
6577	2012-06-23	2012-06-30
7007	2012-06-23	2012-07-15
5452	2012-06-23	2012-07-22
6725	2012-06-24	2012-07-02
6724	2012-06-24	2012-07-02
6701	2012-06-24	2012-07-05
6681	2012-06-24	2012-07-07
7359	2012-06-24	2012-07-13
7408	2012-06-24	2012-07-14
6187	2012-06-24	2012-07-22
3704	2012-06-24	2012-07-22
6068	2012-06-24	2012-07-29
4212	2012-06-25	2012-07-07
5417	2012-06-25	2012-07-07
7219	2012-06-26	2012-07-21
7610	2012-06-27	2012-07-08
6706	2012-06-28	2012-07-13
7497	2012-06-29	2012-07-14
7508	2012-06-30	2012-07-07
7218	2012-07-01	2012-07-02
6614	2012-07-01	2012-07-07
7232	2012-07-01	2012-07-07
7233	2012-07-01	2012-07-07
7339	2012-07-01	2012-07-28
7357	2012-07-01	2012-07-28
6183	2012-07-01	2012-07-28
6214	2012-07-01	2012-07-29
7589	2012-07-01	2012-07-30
7590	2012-07-01	2012-07-30
5948	2012-07-05	2012-07-22
7177	2012-07-08	2012-07-15
5724	2012-07-08	2012-07-15
7221	2012-07-08	2012-07-15
7844	2012-07-08	2012-07-22
6403	2012-07-08	2012-07-22
6407	2012-07-08	2012-07-28
7525	2012-07-08	2012-07-28
6967	2012-07-08	2012-07-28
6071	2012-07-08	2012-07-29
7477	2012-07-08	2012-07-30
7753	2012-07-08	2012-08-04
7911	2012-07-08	2012-08-05
7812	2012-07-09	2012-07-21
6977	2012-07-15	2012-07-21
7119	2012-07-15	2012-07-21
6983	2012-07-15	2012-07-21
7921	2012-07-15	2012-07-28
7773	2012-07-15	2012-07-28
5405	2012-07-15	2012-07-29
7840	2012-07-15	2012-08-04
7237	2012-07-15	2012-08-04
7959	2012-07-15	2012-08-04
7113	2012-07-15	2012-08-11
7692	2012-07-19	2012-07-26
6909	2012-07-19	2012-08-09
7810	2012-07-20	2012-08-04
7485	2012-07-22	2012-07-28
8238	2012-07-22	2012-07-28
7912	2012-07-22	2012-07-28
6920	2012-07-22	2012-08-03
6837	2012-07-22	2012-08-04
6836	2012-07-22	2012-08-04
7719	2012-07-22	2012-08-04
7560	2012-07-22	2012-08-12
6954	2012-07-23	2012-07-30
8423	2012-07-29	2012-07-30
7693	2012-07-29	2012-08-05
8263	2012-07-29	2012-08-10
6712	2012-07-29	2012-08-11
5216	2012-07-29	2012-08-25
6716	2012-07-29	2012-08-25
8211	2012-07-29	2012-08-31
7645	2012-07-30	2012-08-19
8341	2012-08-01	2012-08-08
8399	2012-08-03	2012-09-29
7367	2012-08-04	2012-08-25
8065	2012-08-05	2012-08-09
8444	2012-08-05	2012-08-11
8589	2012-08-05	2012-08-11
7960	2012-08-05	2012-08-11
8087	2012-08-05	2012-08-11
6022	2012-08-05	2012-08-11
7873	2012-08-05	2012-08-18
8523	2012-08-05	2012-08-18
8587	2012-08-06	2012-08-17
8525	2012-08-12	2012-08-18
5958	2012-08-12	2012-08-19
7465	2012-08-12	2012-09-08
8340	2012-08-12	2012-09-15
7713	2012-08-13	2012-09-02
7872	2012-08-15	2012-09-05
8294	2012-08-19	2012-08-25
8717	2012-08-19	2012-10-13
5949	2012-08-22	2012-09-19
8667	2012-08-24	2012-08-31
8528	2012-08-25	2012-09-01
9027	2012-08-26	2012-08-26
7726	2012-08-26	2012-08-31
8168	2012-08-26	2012-09-01
8651	2012-08-26	2012-09-01
8222	2012-08-26	2012-09-01
7923	2012-08-26	2012-09-08
7292	2012-08-26	2012-09-14
8770	2012-08-26	2012-09-15
8771	2012-08-26	2012-09-22
6236	2012-08-26	2012-09-22
8652	2012-08-26	2012-09-22
8532	2012-08-26	2012-12-15
8955	2012-09-02	2012-09-08
8845	2012-09-02	2012-09-08
8458	2012-09-02	2012-09-15
7077	2012-09-02	2012-09-15
7393	2012-09-02	2012-09-22
7228	2012-09-02	2012-09-22
9035	2012-09-02	2012-09-22
8521	2012-09-02	2012-09-26
7661	2012-09-02	2012-09-29
7774	2012-09-02	2012-09-29
8957	2012-09-02	2012-09-30
9197	2012-09-02	2012-11-01
8646	2012-09-04	2012-09-18
8299	2012-09-08	2012-09-23
9248	2012-09-09	2012-09-15
7839	2012-09-09	2012-09-15
8820	2012-09-09	2012-09-22
7389	2012-09-09	2012-09-22
8268	2012-09-09	2012-09-22
8919	2012-09-09	2012-09-27
8545	2012-09-09	2012-09-30
8146	2012-09-09	2012-10-07
8526	2012-09-15	2012-09-28
8527	2012-09-15	2012-09-29
8218	2012-09-16	2012-09-22
5054	2012-09-16	2012-10-04
8893	2012-09-23	2012-09-29
8954	2012-09-23	2012-09-29
9679	2012-09-23	2012-10-13
6118	2012-09-23	2012-10-20
9734	2012-09-23	2012-10-27
4859	2012-09-30	2012-10-02
8818	2012-09-30	2012-10-13
9121	2012-09-30	2012-10-19
9080	2012-10-03	2012-11-03
10012	2012-10-06	2012-10-19
8024	2012-10-07	2012-10-13
9379	2012-10-07	2012-10-21
8329	2012-10-09	2012-10-16
10024	2012-10-13	2012-11-05
10033	2012-10-14	2012-10-20
10022	2012-10-14	2012-10-23
9288	2012-10-14	2012-10-28
10003	2012-10-14	2012-10-28
9295	2012-10-14	2012-11-10
9993	2012-10-14	2012-12-01
7660	2012-10-21	2012-11-03
9844	2012-10-21	2012-11-20
10038	2012-10-24	2012-10-31
9147	2012-10-26	2012-11-09
10001	2012-10-28	2012-11-03
10000	2012-10-28	2012-11-09
10027	2012-10-28	2012-11-24
10070	2012-10-28	2012-12-15
9461	2012-10-28	2012-12-22
8898	2012-11-03	2012-11-16
10002	2012-11-04	2012-11-09
10044	2012-11-04	2012-11-10
10006	2012-11-04	2012-11-11
10049	2012-11-04	2012-11-11
6713	2012-11-04	2012-11-13
7586	2012-11-04	2012-11-17
9411	2012-11-05	2012-11-13
10115	2012-11-08	2012-11-15
7496	2012-11-09	2012-12-01
10205	2012-11-13	2012-11-17
10037	2012-11-16	2012-11-21
10036	2012-11-16	2012-11-21
9964	2012-11-17	2012-12-21
8986	2012-11-18	2012-11-24
10244	2012-11-18	2012-12-01
10293	2012-11-20	2012-12-15
10285	2012-11-25	2012-11-25
9979	2012-11-25	2012-12-01
9980	2012-11-25	2012-12-01
10131	2012-11-25	2012-12-01
10243	2012-11-25	2012-12-01
8281	2012-11-25	2012-12-09
10031	2012-12-02	2012-12-15
10197	2012-12-02	2012-12-15
10200	2012-12-02	2012-12-15
9846	2012-12-02	2012-12-16
9847	2012-12-02	2012-12-16
10132	2012-12-02	2012-12-22
10365	2012-12-02	2012-12-29
9977	2012-12-07	2012-12-21
9976	2012-12-07	2012-12-21
9975	2012-12-07	2012-12-21
10291	2012-12-09	2012-12-17
10467	2012-12-09	2012-12-19
9981	2012-12-09	2012-12-22
10151	2012-12-09	2013-01-03
7476	2012-12-16	2012-12-22
10079	2012-12-16	2012-12-30
9582	2012-12-16	2013-01-12
10568	2012-12-19	2013-01-02
10508	2012-12-23	2012-12-29
9974	2012-12-23	2013-01-05
10450	2012-12-23	2013-01-05
8805	2012-12-23	2013-01-06
7204	2012-12-23	2013-01-20
10068	2012-12-28	2013-01-04
9642	2012-12-28	2013-01-04
9641	2012-12-28	2013-01-04
10067	2012-12-28	2013-01-04
8731	2012-12-28	2013-01-05
10567	2012-12-28	2013-01-05
10134	2012-12-28	2013-01-09
10133	2012-12-29	2013-02-01
9986	2012-12-29	2013-02-23
9727	2012-12-30	2013-01-05
9726	2012-12-30	2013-01-05
9729	2012-12-30	2013-01-05
10627	2012-12-30	2013-01-12
10626	2012-12-30	2013-01-12
10546	2012-12-30	2013-01-27
10683	2012-12-31	2013-01-05
10636	2013-01-06	2013-01-12
10382	2013-01-06	2013-01-12
10477	2013-01-06	2013-01-13
10056	2013-01-06	2013-01-13
10665	2013-01-06	2013-01-13
10599	2013-01-06	2013-02-02
10468	2013-01-06	2013-03-09
10162	2013-01-07	2013-01-19
10161	2013-01-07	2013-01-19
10751	2013-01-08	2013-01-15
10752	2013-01-08	2013-01-17
10823	2013-01-13	2013-01-19
10783	2013-01-13	2013-01-19
10613	2013-01-13	2013-01-26
10614	2013-01-13	2013-01-26
10776	2013-01-13	2013-01-26
10583	2013-01-13	2013-01-27
10578	2013-01-19	2013-03-02
10692	2013-01-20	2013-01-27
10971	2013-01-20	2013-02-09
10774	2013-01-20	2013-02-16
10885	2013-01-20	2013-02-16
10017	2013-01-20	2013-02-18
10987	2013-01-22	2013-01-30
10765	2013-01-24	2013-02-05
11077	2013-01-24	2013-04-20
11112	2013-01-27	2013-02-09
11069	2013-01-30	2013-02-12
11188	2013-02-01	2013-02-08
10532	2013-02-02	2013-02-16
10548	2013-02-02	2013-02-16
11010	2013-02-03	2013-02-09
10853	2013-02-03	2013-02-09
9639	2013-02-03	2013-02-09
8440	2013-02-03	2013-02-09
11211	2013-02-03	2013-03-12
10460	2013-02-09	2013-02-12
10215	2013-02-09	2013-02-12
11196	2013-02-10	2013-02-12
10979	2013-02-10	2013-02-16
11235	2013-02-10	2013-02-16
11276	2013-02-10	2013-02-16
10838	2013-02-10	2013-02-18
11174	2013-02-10	2013-02-23
11080	2013-02-10	2013-03-18
11206	2013-02-11	2013-02-17
8929	2013-02-11	2013-03-03
10461	2013-02-14	2013-02-27
11372	2013-02-17	2013-02-24
11373	2013-02-17	2013-02-24
10995	2013-02-17	2013-03-05
11103	2013-02-17	2013-03-16
11004	2013-02-17	2013-03-30
10878	2013-02-18	2013-02-22
10876	2013-02-18	2013-02-23
10877	2013-02-18	2013-02-23
11428	2013-02-19	2013-03-05
11050	2013-02-20	2013-03-05
11227	2013-02-24	2013-03-02
8862	2013-02-24	2013-03-02
11236	2013-02-24	2013-03-02
10902	2013-02-24	2013-03-04
10953	2013-02-24	2013-03-04
10615	2013-02-24	2013-03-09
11332	2013-02-24	2013-03-09
11327	2013-02-24	2013-03-17
10310	2013-02-24	2013-03-23
11146	2013-02-26	2013-03-19
11509	2013-03-01	2013-03-23
11283	2013-03-02	2013-05-11
10846	2013-03-03	2013-03-09
11486	2013-03-03	2013-03-09
10845	2013-03-03	2013-03-09
10779	2013-03-03	2013-03-09
11295	2013-03-03	2013-03-09
10961	2013-03-03	2013-03-09
11514	2013-03-03	2013-03-16
11515	2013-03-03	2013-03-16
11314	2013-03-03	2013-03-25
11510	2013-03-04	2013-03-23
11321	2013-03-10	2013-03-16
11339	2013-03-10	2013-03-16
10900	2013-03-10	2013-03-16
10788	2013-03-10	2013-03-16
10912	2013-03-10	2013-03-16
10928	2013-03-10	2013-03-16
10956	2013-03-10	2013-03-16
10564	2013-03-10	2013-03-23
10574	2013-03-10	2013-03-23
10575	2013-03-10	2013-03-23
11361	2013-03-13	2013-03-23
11374	2013-03-13	2013-03-30
11422	2013-03-14	2013-03-25
11629	2013-03-17	2013-03-22
11655	2013-03-17	2013-03-22
11449	2013-03-17	2013-03-23
11448	2013-03-17	2013-03-23
11443	2013-03-17	2013-03-23
11605	2013-03-17	2013-03-23
11610	2013-03-17	2013-03-30
11601	2013-03-22	2013-06-07
11787	2013-03-23	2013-03-29
11765	2013-03-23	2013-03-29
11608	2013-03-24	2013-03-30
11653	2013-03-24	2013-04-13
11616	2013-03-24	2013-04-20
11584	2013-03-25	2013-03-27
11585	2013-03-25	2013-03-27
11583	2013-03-25	2013-03-27
11587	2013-03-25	2013-03-27
11588	2013-03-25	2013-03-27
11589	2013-03-25	2013-03-27
11582	2013-03-25	2013-03-27
11581	2013-03-25	2013-03-27
11221	2013-03-25	2013-03-27
11586	2013-03-25	2013-03-27
11838	2013-03-31	2013-04-06
11738	2013-03-31	2013-04-16
11718	2013-03-31	2013-04-27
11526	2013-03-31	2013-05-18
11609	2013-04-07	2013-04-13
11745	2013-04-07	2013-04-13
11693	2013-04-07	2013-04-25
11732	2013-04-07	2013-05-04
11842	2013-04-14	2013-04-20
11815	2013-04-14	2013-04-21
11807	2013-04-14	2013-04-21
11882	2013-04-14	2013-04-27
10577	2013-04-21	2013-04-27
11619	2013-05-05	2013-05-11
11550	2013-05-05	2013-05-11
10221	2013-05-12	2013-06-08
11442	2013-05-19	2013-06-08
10323	2013-05-26	2013-06-22
11851	2013-06-02	2013-06-08
10702	2013-06-09	2013-06-15
10983	2013-06-09	2013-06-15
10330	2013-06-16	2013-07-13
11679	2013-06-22	2013-07-13
11621	2013-06-23	2013-06-29
11261	2013-06-23	2013-07-13
11392	2013-06-30	2013-07-28
10886	2013-07-21	2013-08-17
11558	2013-08-04	2013-11-02
10576	2013-09-01	2013-09-14
10844	2013-12-15	2014-01-11
